	lig	adj_sint
ljum	lunken	adj_sint
ljus	lys	adj_sint
logisk	logisk	adj_sint
lojal	lojal	adj_sint
lokal	lokal	adj_sint
lovlig	lovlig	adj_sint
luthersk	luthersk	adj_sint
lycklig	lykkelig	adj_sint
lydig	lydig	adj_sint
läcker	lekker	adj_sint
lämplig	betimelig	adj_sint
lämplig	hensiktsmessig	adj_sint
lämplig	passe	adj_sint
lämplig	passende	adj_sint
lätt	lett	adj_sint
låg	lav	adj_sint
låg	sid	adj_sint
lång	lang	adj_sint
långtradig	kjedelig	adj_sint
långtradig	trasig	adj_sint
långvarig	langvarig	adj_sint
löjlig	latterlig	adj_sint
lömsk	lur	adj_sint
lönnlig	hemmelig	adj_sint
lönsam	lønnsam	adj_sint
lönsam	lønnsom	adj_sint
lös	løs	adj_sint
maffig	røslig	adj_sint
mager	mager	adj_sint
magisk	magisk	adj_sint
mallig	viktig	adj_sint
maltesisk	maltesisk	adj_sint
mangrann	fulltallig	adj_sint
manlig	mannlig	adj_sint
manuell	manuell	adj_sint
marginell	marginal	adj_sint
marig	lav	adj_sint
marig	sid	adj_sint
maritim	maritim	adj_sint
markant	markant	adj_sint
maskulin	maskulin	adj_sint
mastig	røslig	adj_sint
matematisk	matematisk	adj_sint
materiell	materiell	adj_sint
maximal	maksimal	adj_sint
medicinsk	medisinsk	adj_sint
medveten	bevisst	adj_sint
medvetslös	bevisstløs	adj_sint
mekanisk	mekanisk	adj_sint
meningslös	meiningsløs	adj_sint
meningslös	meningsløs	adj_sint
menlig	skadelig	adj_sint
mental	mental	adj_sint
mentalhygienisk	mentalhygienisk	adj
metafysisk	metafysisk	adj_sint
meteorologisk	meteorologisk	adj_sint
mild	linn	adj_sint
mild	ly	adj_sint
mild	mild	adj_sint
militär	militær	adj_sint
miljövänlig	miljøvennleg	adj_sint
miljövänlig	miljøvennlig	adj_sint
minimal	minimal	adj_sint
mirakulös	mirakuløs	adj_sint
misskötsam	forsømmelig	adj_sint
misslynt	misfornøyd	adj_sint
missnöjd	misfornøyd	adj_sint
mjuk	myk	adj_sint
modern	moderne	adj_sint
modig	modig	adj_sint
modig	uredd	adj_sint
mogen	moden	adj_sint
mogen	satt	adj_sint
molekylär	molekylær	adj_sint
molnfri	skyfri	adj_sint
mongolisk	mongolsk	adj_sint
moralisk	moralsk	adj_sint
mordisk	morderisk	adj_sint
motorisk	motorisk	adj_sint
motsvarande	motsvarende	adj
motvillig	motvillig	adj_sint
multen	morken	adj_sint
mumsig	bra	adj_sint
mumsig	god	adj_sint
muntlig	muntlig	adj_sint
murken	morken	adj_sint
musikalisk	musikalsk	adj_sint
muslimsk	muslimsk	adj_sint
mycken	mye	adj_sint
myndig	myndig	adj_sint
mystisk	mystisk	adj_sint
mänsklig	menneskelig	adj_sint
märkbar	merkbar	adj_sint
märkvärdig	merkelig	adj_sint
märkvärdig	rar	adj_sint
märkvärdig	underlig	adj_sint
mätt	mett	adj_sint
mången	mange	adj_sint
mödosam	møysommelig	adj_sint
möjlig	mulig	adj_sint
mör	mør	adj_sint
mörk	mørk	adj_sint
naiv	naiv	adj_sint
naken	naken	adj_sint
narig	ru	adj_sint
narkotisk	narkotisk	adj_sint
nationell	nasjonal	adj_sint
nattlig	nattlig	adj_sint
naturlig	naturlig	adj_sint
nautisk	nautisk	adj_sint
nedgången	utslitt	adj_sint
nedre	nedre	adj_sint
nedslagen	nedslått	adj_sint
nedsupen	forfyllet	adj_sint
negativ	negativ	adj_sint
nervös	nervøs	adj_sint
neutral	nøytral	adj_sint
noga	nøye	adj
noggrann	nøyaktig	adj_sint
nordisk	nordisk	adj_sint
nordisk	norrøn	adj_sint
normal	normal	adj_sint
normal	vanlig	adj_sint
norsk	norsk	adj_sint
nuvarande	nåværende	adj
ny	ny	adj_sint
nybliven	ny	adj_sint
nyfiken	nysgjerrig	adj_sint
nyfödd	nyfødt	adj_sint
nygift	nygift	adj_sint
nymodig	nymotens	adj_sint
nynorsk	nynorsk	adj_sint
nyttig	nyttig	adj_sint
nämnvärd	nevneverdig	adj_sint
näpen	nett	adj_sint
nära	nær	adj_sint
närbelägen	nærliggende	adj_sint
närgången	nærgående	adj_sint
nästa	neste	adj
nätt	nett	adj_sint
nödbedd	kostbar	adj_sint
nödvändig	nødvendig	adj_sint
nöjd	tilfreds	adj_sint
oaktsam	uaktsom	adj_sint
oansenlig	uanselig	adj_sint
oansvarig	uansvarlig	adj_sint
oanvändbar	ubrukbar	adj_sint
oberoende	uavhengig	adj
oavhängig	uavhengig	adj_sint
obehaglig	ubehagelig	adj_sint
obehövlig	unødvendig	adj_sint
obekant	ukjent	adj_sint
obekväm	ubekvem	adj_sint
obeskrivbar	ubeskrivelig	adj_sint
obillig	urimelig	adj_sint
obligatorisk	obligatorisk	adj_sint
obrukbar	ubrukbar	adj_sint
obruklig	ubrukbar	adj_sint
obönhörlig	ubønnhørlig	adj_sint
odiskutabel	udiskutabel	adj_sint
odräglig	uutholdelig	adj_sint
oduglig	udugelig	adj_sint
oense	uenig	adj
ofantlig	uhyre	adj_sint
ofattbar	ufattelig	adj_sint
ofattlig	ufattelig	adj_sint
ofelbar	ufeilbarlig	adj_sint
offensiv	offensiv	adj_sint
offentlig	offentlig	adj_sint
officiell	offisiell	adj_sint
ofin	ufin	adj_sint
ofri	ufri	adj_sint
ofrivillig	ufrivillig	adj_sint
ofruktbar	gjeld	adj_sint
ofruktsam	gjeld	adj_sint
oförneklig	unektelig	adj_sint
oförställd	oppriktig	adj_sint
oförståelig	uforståelig	adj_sint
oförtydbar	umiskjennelig	adj_sint
oförvitlig	hederlig	adj_sint
ogift	ugift	adj_sint
ogiltig	ugyldig	adj_sint
ogin	uvillig	adj_sint
ogynnsam	ugunstig	adj_sint
ogästvänlig	ugjestfri	adj_sint
ohederlig	uhederlig	adj_sint
ohygglig	uhyggelig	adj_sint
ohälsosam	usunn	adj_sint
oigenkännlig	ugjenkjennelig	adj_sint
oklanderlig	upåklagelig	adj_sint
oklar	uklar	adj_sint
okontant	uenig	adj_sint
okonventionell	ukonvensjonell	adj_sint
olaglig	ulovlig	adj_sint
olik	forskjellig	adj_sint
olik	ulik	adj_sint
olik	ymse	adj_sint
olovlig	ulovlig	adj_sint
olustig	misfornøyd	adj_sint
olycklig	uheldig	adj_sint
olycklig	ulykkelig	adj_sint
olympisk	olympisk	adj_sint
oläslig	uleselig	adj_sint
omedelbar	umiddelbar	adj_sint
omfattande	omfattende	adj
omisskännlig	umiskjennelig	adj_sint
omistlig	umistelig	adj_sint
omständlig	omstendelig	adj_sint
omtänksam	omtenksom	adj_sint
omöjlig	umulig	adj_sint
onaturlig	unaturlig	adj_sint
ond	ond	adj_sint_gen
ondsint	ondsinnet	adj_sint
onormal	unormal	adj_sint
onyttig	fåfengt	adj_sint
onödig	unødvendig	adj_sint
oombedd	ubedt	adj_sint
operativ	operativ	adj_sint
optimistisk	optimistisk	adj_sint
optisk	optisk	adj_sint
orange	oransje	adj_sint
ordentlig	innmari	adj_sint
ordentlig	ordentlig	adj_sint
ordinär	ordinær	adj_sint
oredig	uklar	adj_sint
oregelbunden	uregelmessig	adj_sint
oresonlig	urimelig	adj_sint
organisatorisk	organisatorisk	adj_sint
organisk	organisk	adj_sint
organisk	økologisk	adj_sint
originell	original	adj_sint
oriktig	uriktig	adj_sint
orimlig	urettferdig	adj_sint
orimlig	urimelig	adj_sint
orolig	urolig	adj_sint
oräknelig	utallig	adj_sint
orättfärdig	urettferdig	adj_sint
orörd	urørt	adj_sint
osaklig	usaklig	adj_sint
osann	usann	adj_sint
osannolik	usannsynlig	adj_sint
oskadd	uskadd	adj_sint
oskadd	velberget	adj_sint
oskyldig	uskyldig	adj_sint
osolidarisk	usolidarisk	adj_sint
osund	usunn	adj_sint
osäker	usikker	adj_sint
otacksam	utakknemlig	adj_sint
otillbörlig	utilbørlig	adj_sint
otillräcklig	utilstrekkelig	adj_sint
otjänlig	uegnet	adj_sint
otrevlig	ubehagelig	adj_sint
otrogen	utro	adj_sint
otrolig	utrolig	adj_sint
otrolig	utrulig	adj_sint
otröttlig	utrettelig	adj_sint
oturlig	uheldig	adj_sint
otvivelaktig	utvilsom	adj_sint
otålig	utålmodig	adj_sint
outsäglig	usigelig	adj_sint
ovanlig	usedvanlig	adj_sint
ovanlig	uvanlig	adj_sint
ovannämnd	ovennevnt	adj_sint
ovillig	uvillig	adj_sint
oviss	uviss	adj_sint
ovärdig	uverdig	adj_sint
oändlig	uendelig	adj_sint
pampig	flott	adj_sint
paradoxal	paradoksal	adj_sint
parant	flott	adj_sint
parlamentarisk	parlamentarisk	adj_sint
passiv	passiv	adj_sint
passlig	betimelig	adj_sint
passlig	passe	adj_sint
passlig	passende	adj_sint
pedagogisk	pedagogisk	adj_sint
perfekt	perfekt	adj_sint
periodisk	periodisk	adj_sint
permanent	permanent	adj_sint
personlig	personell	adj_sint
personlig	personlig	adj_sint
pessimistisk	pessimistisk	adj_sint
pimpinett	nett	adj_sint
pinlig	pinlig	adj_sint
plan	plan	adj_sint
platt	platt	adj_sint
plockig	rusket	adj_sint
plötslig	plutselig	adj_sint
poetisk	poetisk	adj_sint
politisk	politisk	adj_sint
polsk	polsk	adj_sint
poppig	populær	adj_sint
populär	populær	adj_sint
pornografisk	pornografisk	adj_sint
portofri	portofri	adj_sint
portugisisk	portugisisk	adj_sint
positiv	positiv	adj_sint
potentiell	potensiell	adj_sint
pragmatisk	pragmatisk	adj_sint
praktisk	praktisk	adj_sint
preventiv	preventiv	adj_sint
pricksäker	treffsikker	adj_sint
primär	primær	adj_sint
privat	privat	adj_sint
problematisk	problematisk	adj_sint
problemfri	problemfri	adj_sint
produktiv	produktiv	adj_sint
professionell	profesjonell	adj_sint
proffsig	profesjonell	adj_sint
protestantisk	protestantisk	adj_sint
provisorisk	foreløpig	adj_sint
provisorisk	provisorisk	adj_sint
prydlig	nydelig	adj_sint
psykiatrisk	psykiatrisk	adj_sint
psykisk	mental	adj_sint
psykisk	psykisk	adj_sint
psykologisk	psykologisk	adj_sint
putt	fornærmet	adj_sint
påfallande	påfallende	adj
påpasslig	påpasselig	adj_sint
rabiat	rabiat	adj_sint
radikal	radikal	adj_sint
radioaktiv	radioaktiv	adj_sint
rak	rak	adj_sint
rak	rett	adj_sint
rank	høyreist	adj_sint
rask	rask	adj_sint
raspig	ru	adj_sint
rastlös	rastløs	adj_sint
real	real	adj_sint
realistisk	realistisk	adj_sint
rebellisk	rebelsk	adj_sint
receptfri	reseptfri	adj_sint
reell	reell	adj_sint
reell	virkelig	adj_sint
regelmässig	regelmessig	adj_sint
regelrätt	regelrett	adj_sint
regional	regional	adj_sint
regntung	regntung	adj_sint
reguljär	regulær	adj_sint
rejäl	pålitelig	adj_sint
relativ	relativ	adj_sint
relevant	relevant	adj_sint
religiös	religiøs	adj_sint
ren	ren	adj_sint
renhårig	rettferdig	adj_sint
representativ	representativ	adj_sint
reslig	høy	adj_sint
resolut	resolutt	adj_sint
respektabel	respektabel	adj_sint
restriktiv	restriktiv	adj_sint
rigorös	rigorøs	adj_sint
rik	rik	adj_sint
riktig	riktig	adj_sint
riktig	veldig	adj_sint
riktiger	riktig	adj
rimlig	rettferdig	adj_sint
rimlig	rimelig	adj_sint
rimlig	ventelig	adj_sint
riskabel	risikabel	adj_sint
riskvillig	risikovillig	adj_sint
rivig	fort	adj_sint
rivig	hurtig	adj_sint
rivig	kjapp	adj_sint
rofylld	rolig	adj_sint
rolig	artig	adj_sint
rolig	gøy	adj_sint
rolig	kul	adj_sint
rolig	morsom	adj_sint
romantisk	romantisk	adj_sint
romersk	romersk	adj_sint
rostig	rusten	adj_sint
rultig	klosset	adj_sint
rultig	tomsete	adj_sint
rumänsk	rumensk	adj_sint
rund	rund	adj_sint
rundlig	betydelig	adj_sint
rundlig	påtagelig	adj_sint
rundlig	påtakelig	adj_sint
ruschig	fort	adj_sint
ruschig	hurtig	adj_sint
ruschig	kjapp	adj_sint
rusig	full	adj_sint
rusig	ruset	adj_sint
rutten	morken	adj_sint
rwandisk	rwandisk	adj_sint
rysk	russisk	adj_sint
rytmisk	rytmisk	adj_sint
rädd	redd	adj_sint
rät	ben	adj_sint
rät	rak	adj_sint
rät	rett	adj_sint
rätt	ganske	adj_sint
rätt	ordentlig	adj_sint
rätt	rett	adj_sint
rätt	riktig	adj_sint
rätt	skikkelig	adj_sint
rätt	veldig	adj_sint
rättfärdig	rettferdig	adj_sint
rättmätig	rettmessig	adj_sint
rättsenlig	rettmessig	adj_sint
rättvis	rettferdig	adj_sint
rå	rå	adj_sint
rådande	rådende	adj
råddig	uklar	adj_sint
rådig	snarrådig	adj_sint
rådlös	rådløs	adj_sint
råkall	råkald	adj_sint
råkall	uggen	adj_sint
röd	rød	adj_sint
sakkunnig	sakkyndig	adj_sint
saklig	saklig	adj_sint
salt	salt	adj_sint
samfälld	felles	adj_sint
samhällelig	sosial	adj_sint
samisk	samisk	adj_sint
sammanlagd	sammenlagt	adj_sint
sammansatt	sammensatt	adj_sint
sammantagen	sammenlagt	adj_sint
undantagen	unntatt	adj_sint
samtidig	samtidig	adj_sint
sandig	sandete	adj_sint
sann	sann	adj_sint
sannolik	sannsynlig	adj_sint
sanslös	bevisstløs	adj_sint
schvungfull	flott	adj_sint
schweizisk	sveitsisk	adj_sint
schyst	utmerket	adj_sint
sedig	rolig	adj_sint
seg	kul	adj_sint
sen	sen	adj_sint
senil	senil	adj_sint
senior	senior	adj_sint
sensorisk	sensorisk	adj_sint
separat	separat	adj_sint
serbisk	serbisk	adj_sint
seriös	seriøs	adj_sint
sevärd	severdig	adj_sint
sexuell	seksuell	adj_sint
siamesisk	siamesisk	adj_sint
sista	sist	adj_sint
sjuk	syk	adj_sint
sjuklig	sykelig	adj_sint
sjyst	bra	adj_sint
sjyst	god	adj_sint
självbelåten	sjølgod	adj_sint
självfallen	selvfølgelig	adj_sint
självhärlig	selvgod	adj_sint
självklar	selvfølgelig	adj_sint
självmedveten	sjølgod	adj_sint
självständig	selvstendig	adj_sint
självständig	uavhengig	adj_sint
skandinavisk	skandinavisk	adj_sint
skapande	skapende	adj
skarp	skarp	adj
skarp	skarp	adj_sint
skarp	skarpskodd	adj
skarp	skarpskodd	adj_sint
skattefri	skattefri	adj_sint
skattefri	skattfri	adj_sint
skattskyldig	skattepliktig	adj_sint
skendöd	skinndød	adj_sint
skeptisk	skeptisk	adj_sint
skickelsediger	skjebnesvanger	adj_sint
skiftande	skiftende	adj
skiljaktig	forskjellig	adj_sint
skiljaktig	ulik	adj_sint
skiljaktig	ymse	adj_sint
skotsk	skotsk	adj_sint
skrabbig	dårlig	adj_sint
skrabbig	vond	adj_sint
skral	dårlig	adj_sint
skral	vond	adj_sint
skriftlig	skriftlig	adj_sint
skrovlig	ru	adj_sint
skygg	sky	adj_sint
skyhög	skyhøy	adj_sint
skyldig	forpliktet	adj_sint
skyldig	skyldig	adj_sint
skäggig	skjeggete	adj_sint
skälig	rimelig	adj_sint
skälig	ventelig	adj_sint
skön	skjønn	adj_sint
slank	mjå	adj_sint
slank	slank	adj_sint
slem	slem	adj_sint
slirig	glatt	adj_sint
sliskig	emmen	adj_sint
sliskig	vammel	adj_sint
sliten	sliten	adj_sint
slitsam	slitsom	adj_sint
slovakisk	slovakisk	adj_sint
slovensk	slovensk	adj_sint
slutlig	endelig	adj_sint
slät	glatt	adj_sint
slät	jevn	adj_sint
smakfull	smakelig	adj_sint
smal	smal	adj_sint
smarrig	bra	adj_sint
smarrig	god	adj_sint
smart	smart	adj_sint
smul	smul	adj_sint
smutsig	skitten	adj_sint
smärt	mjå	adj_sint
smärt	slank	adj_sint
smärtfri	smertefri	adj_sint
snabb	fort	adj_sint
snabb	hurtig	adj_sint
snabb	kjapp	adj_sint
snabb	rask	adj_sint
snar	snar	adj_sint
snarlig	snarlig	adj_sint
sned	vind	adj_sint
snipig	spiss	adj_sint
snygg	pen	adj_sint
snygg	ven	adj_sint
snäll	glatt	adj_sint
snäv	eng	adj_sint
snäv	snever	adj_sint
snötäckt	snødekt	adj_sint
social	sosial	adj_sint
socialistisk	sosialistisk	adj_sint
sociologisk	sosiologisk	adj_sint
solid	solid	adj_sint
solidarisk	solidarisk	adj_sint
sorglig	sørgelig	adj_sint
sorglös	sorgfri	adj_sint
sorgsen	stur	adj_sint
sorgsen	sørgmodig	adj_sint
sorgsen	trist	adj_sint
sovjetisk	sovjetisk	adj_sint
spansk	spansk	adj_sint
speciell	spesiell	adj_sint
spektakulär	spektakulær	adj_sint
spenslig	spinkel	adj_sint
spetig	lang	adj_sint
spetsig	spiss	adj_sint
spontan	spontan	adj_sint
sporadisk	sporadisk	adj_sint
sportslig	sportslig	adj_sint
spyfärdig	dårlig	adj_sint
spyfärdig	vond	adj_sint
späd	liten	adj_sint
spänd	spent	adj_sint
spänstig	spenstig	adj_sint
stabil	stabil	adj_sint
stadig	fast	adj_sint
stadig	stødig	adj_sint
stark	sterk	adj_sint
statistisk	statistisk	adj_sint
statlig	statlig	adj_sint
stenhård	steinhard	adj_sint
stenhård	steintøff	adj_sint
stenig	steinete	adj_sint
stilig	stilig	adj_sint
stollig	tåpelig	adj_sint
stolt	stolt	adj_sint
stor	stor	adj_sint
stor	svær	adj_sint
storsint	raus	adj_sint
storvuxen	storvokst	adj_sint
straffri	straff-fri	adj_sint
straffri	straffri	adj_sint
strategisk	strategisk	adj_sint
stressig	travel	adj_sint
strid	stri	adj_sint
strid	strid	adj_sint
stroppig	overlegen	adj_sint
sträv	ru	adj_sint
strålande	strålende	adj
stum	stum	adj_sint
stygg	stygg	adj_sint
styv	stiv	adj_sint
ständig	stadig	adj_sint
stökig	rusket	adj_sint
summarisk	grunn	adj_sint
summarisk	summarisk	adj_sint
sund	sund	adj_sint
sund	sunn	adj_sint
sunkig	nedslitt	adj_sint
sur	sint	adj_sint
sur	sur	adj_sint
suverän	suveren	adj_sint
svag	svak	adj_sint
svag	vek	adj_sint
sval	kjølig	adj_sint
sval	sval	adj_sint
svart	sort	adj_sint
svensk	svensk	adj_sint
svår	vanskelig	adj_sint
symbolisk	symbolsk	adj_sint
sympatisk	sympatisk	adj_sint
symptomatisk	symptomatisk	adj_sint
symtomatisk	symptomatisk	adj_sint
synlig	synlig	adj_sint
syntaktisk	syntaktisk	adj_sint
systematisk	systematisk	adj_sint
sägenomspunnen	sagnomsust	adj_sint
säker	antagelig	adj_sint
säker	sikker	adj_sint
sällsynt	sjelden	adj_sint
särskild	særskilt	adj_sint
sävlig	sindig	adj_sint
sårbar	sårbar	adj_sint
såt	intim	adj_sint
söt	søt	adj_sint
söt	verdifull	adj_sint
tacksam	takknemlig	adj_sint
tafflig	dårlig	adj_sint
tafflig	vond	adj_sint
taktisk	taktisk	adj_sint
tallös	utallig	adj_sint
tapper	tapper	adj_sint
teatralisk	teatralsk	adj_sint
teknisk	teknisk	adj_sint
teknologisk	teknologisk	adj_sint
teleteknisk	teleteknisk	adj_sint
teoretisk	teoretisk	adj_sint
terminal	terminal	adj_sint
terminologisk	terminologisk	adj_sint
termisk	termisk	adj_sint
thailändsk	thailandsk	adj_sint
tidig	tidlig	adj_sint
tidlig	tidlig	adj_sint
tillfredsställande	tilfredsstillende	adj
tillfällig	tilfeldig	adj_sint
tillgjord	unaturlig	adj_sint
tillgänglig	tilgjengelig	adj_sint
tillräcklig	tilstrekkelig	adj_sint
timslång	timelang	adj_sint
tjatig	plagsom	adj_sint
tjock	bred	adj_sint
tjock	tykk	adj_sint
tjusig	flott	adj_sint
tjuvtjock	elendig	adj_sint
tjänlig	betimelig	adj_sint
tjänlig	passe	adj_sint
tjänlig	passende	adj_sint
tjänstaktig	tjenstvillig	adj_sint
tjänstvillig	tjenstvillig	adj_sint
tolerant	tolerant	adj_sint
tom	tom	adj_sint
toppig	spiss	adj_sint
torr	tørr	adj_sint
total	total	adj_sint
tradig	kjedelig	adj_sint
tradig	trasig	adj_sint
traditionell	tradisjonell	adj_sint
tragisk	tragisk	adj_sint
transportabel	transportabel	adj_sint
trasslig	innfløkt	adj_sint
traumatisk	traumatisk	adj_sint
trendig	trendy	adj_sint
trevlig	trivelig	adj_sint
treårig	treårig	adj_sint
trippel	trippel	adj_sint
trist	stur	adj_sint
trist	trist	adj_sint
trofast	trofast	adj_sint
trolig	sannsynlig	adj_sint
trolig	trolig	adj_sint
trolig	trulig	adj_sint
tropisk	tropisk	adj_sint
trovärdig	troverdig	adj_sint
trygg	antagelig	adj_sint
trygg	sikker	adj_sint
trygg	trygg	adj_sint
träffsäker	treffsikker	adj_sint
träfri	trefri	adj_sint
trådlös	trådløs	adj_sint
trång	klosset	adj_sint
trång	tett	adj_sint
trött	trett	adj_sint
trött	trøtt	adj_sint
tullfri	tollfri	adj_sint
tung	tung	adj_sint
tunn	tynn	adj_sint
tunnsådd	spredt	adj_sint
turkisk	tyrkisk	adj_sint
turlig	heldig	adj_sint
tusenårig	tusenårig	adj_sint
tveksam	tvilende	adj_sint
tveksam	tvilsom	adj_sint
tvetydig	tvetydig	adj_sint
tvär	tverr	adj_sint
tydlig	tydelig	adj_sint
typisk	typisk	adj_sint
tysk	tysk	adj_sint
tyst	stille	adj_sint
täck	tekkelig	adj_sint
tänkbar	tenkelig	adj_sint
tät	klosset	adj_sint
tät	tett	adj_sint
tålmodig	tålmodig	adj_sint
törstig	tørst	adj_sint
uddig	spiss	adj_sint
underhaltig	dårlig	adj_sint
underhaltig	vond	adj_sint
underlig	underlig	adj_sint
underårig	mindreårig	adj_sint
ung	ung	adj_sint
ungdomlig	ungdommelig	adj_sint
unik	unik	adj_sint
unison	enstemmig	adj_sint
unken	innestengt	adj_sint
uppenbar	åpenbar	adj_sint
uppkäftig	frekk	adj_sint
uppmärksam	oppmerksom	adj_sint
uppsåtlig	forsettlig	adj_sint
upptänklig	tenkelig	adj_sint
uppvuxen	oppvokst	adj_sint
ursinnig	rasende	adj_sint
ursprunglig	opprinnelig	adj_sint
urusel	elendig	adj_sint
uråldrig	eldgammel	adj_sint
uschlig	dårlig	adj_sint
uschlig	vond	adj_sint
utländsk	utenlandsk	adj_sint
utmärkt	utmerket	adj_sint
utnött	utslitt	adj_sint
utomordentlig	utmerket	adj_sint
utrikes	utenriks	adj
utrikisk	utenlandsk	adj_sint
utsliten	utslitt	adj_sint
utspridd	spredt	adj_sint
utsåld	utsolgt	adj_sint
uttrycklig	uttrykkelig	adj_sint
uttänjd	strak	adj_sint
utvald	utvalgt	adj_sint
utvecklingsstörd	utviklingshemmet	adj_sint
utvändig	utvendig	adj_sint
utåtvänd	utadvendt	adj_sint
vacker	pen	adj_sint
vacker	vakker	adj_sint
vag	vak	adj_sint
valfri	valgfri	adj_sint
vanlig	vanlig	adj_sint
vansinnig	vanvittig	adj_sint
vanvettig	vanvittig	adj_sint
varig	varig	adj_sint
varm	varm	adj_sint
varsam	forsiktig	adj_sint
varsam	varsom	adj_sint
vattentät	vanntett	adj_sint
vattnig	vandig	adj_sint
vattnig	vassen	adj_sint
vegetarisk	vegetarisk	adj_sint
blöt	bløt	adj_sint
vek	sart	adj_sint
vek	slak	adj_sint
vek	soft	adj_sint
verklig	virkelig	adj_sint
verksam	virksom	adj_sint
vertikal	vertikal	adj_sint
vetenskaplig	vitenskapelig	adj_sint
vetenskaplig	vitskapeleg	adj_sint
vettig	fornuftig	adj_sint
vettig	vettig	adj_sint
vettlös	vanvittig	adj_sint
vettvillig	vanvittig	adj_sint
vid	bred	adj_sint
vid	vid	adj_sint
vidskeplig	overtroisk	adj_sint
vidunderlig	vidunderlig	adj_sint
viktig	tung	adj_sint
viktig	viktig	adj_sint
vild	vill	adj_sint
viljestark	viljesterk	adj_sint
villig	villig	adj_sint
vilsam	veldedig	adj_sint
vilsam	velgjørende	adj_sint
vimmelkantig	svimmel	adj_sint
virtuell	virtuell	adj_sint
vis	vis	adj_sint
viss	viss	adj_sint
vit	hvit	adj_sint
vuxen	voksen	adj_sint
väldig	mektig	adj_sint
väldig	veldig	adj_sint
välkänd	velkjent	adj_sint
välvillig	velvillig	adj_sint
vämjelig	ufyselig	adj_sint
vänlig	godlynt	adj_sint
vänlig	vennlig	adj_sint
vänlig	vennligsinnet	adj_sint
vänlig	vennskapelig	adj_sint
vänskaplig	vennskapelig	adj_sint
vänster	venstre	adj
vänsterhänt	venstrehendt	adj_sint
värd	verd	adj_sint
värd	verdt	adj_sint
världsberömd	verdensberømt	adj_sint
världslig	verdslig	adj_sint
väsentlig	vesentlig	adj_sint
nordlig	nordlig	adj_sint
norra	nordlig	adj
norra	nordre	adj
västlig	vestlig	adj_sint
västra	vestlig	adj
västra	vestre	adj
östlig	østlig	adj_sint
östra	østlig	adj
östra	østre	adj
sydlig	sørlig	adj_sint
sydlig	sydlig	adj_sint
södra	sørlig	adj
södra	søndre	adj
sydöstra	sørøstlig	adj
sydöstra	sydøstlig	adj
nordöstra	nordøstlig	adj
sydvästra	sørvestleg	adj
sydvästra	sydvestlig	adj
nordvästra	nordvestlig	adj
vådlig	farlig	adj_sint
våldsam	voldsom	adj_sint
våt	våt	adj_sint
vördnadsvärd	ærverdig	adj_sint
ypperlig	ypperlig	adj_sint
yrkesmässig	ervervsmessig	adj_sint
ytterlig	mye	adj_sint
ytterlig	ytre	adj_sint
ädel	edel	adj_sint
älskvärd	elskverdig	adj_sint
ämabel	elskverdig	adj_sint
ändlös	endeløs	adj_sint
ängslig	engstelig	adj_sint
äntlig	endelig	adj
ärevördig	ærverdig	adj_sint
ärlig	ærlig	adj_sint
ålderdomlig	gammeldags	adj_sint
åldrig	gammel	adj_sint
årlig	årlig	adj_sint
åtkomlig	tilgjengelig	adj_sint
ögonblicklig	øyeblikkelig	adj_sint
öm	sår	adj_sint
öm	øm	adj_sint
ömsesidig	gjensidig	adj_sint
öppen	åpen	adj_sint
öppenhjärtig	åpen	adj_sint
österrikisk	østerriksk	adj_sint
överdriven	overdreven	adj_sint
överdådig	overdådig	adj_sint
